1.28.248.0,1.28.255.255,内蒙古,包头,,
1.29.0.0,1.29.23.255,内蒙古,呼伦贝尔,,
1.29.24.0,1.29.31.255,内蒙古,包头,,
1.29.32.0,1.29.39.255,内蒙古,赤峰,,
1.29.40.0,1.29.59.255,内蒙古,包头,,
1.29.60.0,1.29.67.255,内蒙古,呼伦贝尔,,
1.29.68.0,1.29.127.255,内蒙古,赤峰,,
1.29.128.0,1.29.147.255,内蒙古,呼伦贝尔,,
1.29.148.0,1.29.151.255,内蒙古,包头,,
1.29.152.0,1.29.155.255,内蒙古,通辽,,
1.29.156.0,1.29.163.255,内蒙古,赤峰,,
1.29.164.0,1.29.171.255,内蒙古,通辽,,
1.29.172.0,1.29.179.255,内蒙古,乌兰察布,,
1.29.180.0,1.29.187.255,内蒙古,鄂尔多斯,,
1.29.188.0,1.29.199.255,内蒙古,乌兰察布,,
1.29.200.0,1.29.203.255,内蒙古,通辽,,
1.29.204.0,1.29.247.255,内蒙古,包头,,
1.29.248.0,1.29.255.255,内蒙古,呼伦贝尔,,
1.30.0.0,1.30.7.255,内蒙古,呼和浩特,,
1.30.8.0,1.30.23.255,内蒙古,包头,,
1.30.24.0,1.30.31.255,内蒙古,呼和浩特,,
1.30.32.0,1.30.39.255,内蒙古,乌海,,
1.30.40.0,1.30.51.255,内蒙古,乌兰察布,,
1.30.52.0,1.30.67.255,内蒙古,包头,,
1.30.68.0,1.30.91.255,内蒙古,呼和浩特,,
1.30.92.0,1.30.103.255,内蒙古,乌兰察布,,
1.30.104.0,1.30.127.255,内蒙古,包头,,
1.30.128.0,1.30.159.255,内蒙古,呼和浩特,,
1.30.160.0,1.31.255.255,内蒙古,包头,,
1.32.0.0,1.32.255.255,香港,,,
1.34.0.0,1.35.255.255,台湾,,,
1.36.0.0,1.36.255.255,香港,,,
1.45.0.0,1.45.255.255,北京,,,
1.48.0.0,1.48.0.63,贵州,贵阳,,
1.48.0.64,1.48.23.255,贵州,安顺,,
1.48.24.0,1.48.63.255,贵州,贵阳,,
1.48.64.0,1.48.79.255,贵州,黔南,,
1.48.80.0,1.48.191.255,贵州,贵阳,,
1.48.192.0,1.48.223.255,贵州,毕节,,
1.48.224.0,1.49.255.255,贵州,贵阳,,
1.50.0.0,1.50.255.255,宁夏,银川,,
1.51.0.0,1.51.15.255,山东,济南,,
1.51.16.0,1.51.31.255,江苏,南京,,
1.51.32.0,1.51.55.255,江苏,常州,,
1.51.56.0,1.51.63.255,江苏,南京,,
1.51.64.0,1.51.111.255,山东,济南,,
1.51.112.0,1.51.119.255,安徽,滁州,,
1.51.120.0,1.51.127.255,安徽,合肥,,
1.51.128.0,1.51.143.255,山东,济南,,
1.51.144.0,1.51.159.255,山东,济南,,
1.51.160.0,1.51.167.255,山东,潍坊,,
1.51.168.0,1.51.191.255,山东,德州,,
1.51.192.0,1.51.255.255,山东,济南,,
1.56.0.0,1.56.127.255,黑龙江,鹤岗,,
1.56.128.0,1.56.255.255,黑龙江,牡丹江,,
1.57.0.0,1.57.26.255,黑龙江,绥化,,
1.57.27.0,1.57.27.255,黑龙江,齐齐哈尔,,
1.57.28.0,1.57.63.255,黑龙江,绥化,,
1.57.64.0,1.57.127.255,黑龙江,齐齐哈尔,,
1.57.128.0,1.57.191.255,黑龙江,双鸭山,,
1.57.192.0,1.57.255.255,黑龙江,鸡西,,
1.58.0.0,1.58.255.255,黑龙江,哈尔滨,,
1.59.0.0,1.59.127.255,黑龙江,大庆,,
1.59.128.0,1.59.255.255,黑龙江,佳木斯,,
1.60.0.0,1.60.63.255,黑龙江,黑河,,
1.60.64.0,1.60.127.255,黑龙江,七台河,,
1.60.128.0,1.60.191.255,黑龙江,伊春,,
1.60.192.0,1.60.255.255,黑龙江,齐齐哈尔,,
1.61.0.0,1.61.127.255,黑龙江,绥化,,
1.61.128.0,1.61.255.255,黑龙江,齐齐哈尔,,
1.62.0.0,1.62.255.255,黑龙江,哈尔滨,,
1.63.0.0,1.63.39.255,黑龙江,鸡西,,
1.63.40.0,1.63.63.255,黑龙江,哈尔滨,,
1.63.64.0,1.63.91.255,黑龙江,大兴安岭,,
1.63.92.0,1.63.95.255,黑龙江,哈尔滨,,
1.63.96.0,1.63.127.255,黑龙江,大庆,,
1.63.128.0,1.63.191.255,黑龙江,绥化,,
1.63.192.0,1.63.255.255,黑龙江,伊春,,
1.64.0.0,1.65.255.255,香港,,,
1.68.0.0,1.71.255.255,山西,太原,,
1.80.0.0,1.80.255.255,陕西,西安,,
1.81.0.0,1.81.127.255,陕西,渭南,,
1.81.128.0,1.81.255.255,陕西,汉中,,
1.82.0.0,1.82.31.255,陕西,商洛,,
1.82.32.0,1.82.63.255,陕西,安康,,
1.82.64.0,1.82.127.255,陕西,榆林,,
1.82.128.0,1.82.191.255,陕西,宝鸡,,
1.82.192.0,1.83.255.255,陕西,西安,,
1.84.0.0,1.84.63.255,陕西,汉中,,
1.84.64.0,1.85.63.255,陕西,西安,,
1.85.64.0,1.85.95.255,陕西,延安,,
1.85.96.0,1.85.143.255,陕西,安康,,
1.85.144.0,1.85.159.255,陕西,咸阳,,
1.85.160.0,1.86.192.255,陕西,西安,,
1.86.193.0,1.86.203.255,陕西,渭南,,
1.86.204.0,1.87.143.255,陕西,西安,,
1.87.144.0,1.87.151.255,陕西,商洛,,
1.87.152.0,1.87.159.255,陕西,西安,,
1.87.160.0,1.87.175.255,陕西,渭南,,
1.87.176.0,1.87.191.255,陕西,咸阳,,
1.87.192.0,1.87.255.255,陕西,西安,,
1.88.0.0,1.95.255.255,北京,,,
1.160.0.0,1.175.255.255,台湾,,,
1.180.0.0,1.180.31.255,内蒙古,呼和浩特,,
1.180.32.0,1.180.63.255,内蒙古,包头,,
1.180.64.0,1.180.87.255,内蒙古,鄂尔多斯,,
1.180.88.0,1.180.95.255,内蒙古,包头,,
1.180.96.0,1.180.111.255,内蒙古,呼伦贝尔,,
1.180.112.0,1.180.127.255,内蒙古,赤峰,,
1.180.128.0,1.180.143.255,内蒙古,乌海,,
1.180.144.0,1.180.151.255,内蒙古,巴彦淖尔,,
1.180.152.0,1.180.159.255,内蒙古,包头,,
1.180.160.0,1.180.167.255,内蒙古,乌兰察布,,
1.180.168.0,1.180.175.255,内蒙古,包头,,
1.180.176.0,1.180.191.255,内蒙古,通辽,,
1.180.192.0,1.180.215.255,内蒙古,包头,,
1.180.216.0,1.180.223.255,内蒙古,锡林郭勒,,
1.180.224.0,1.180.239.255,内蒙古,内蒙古其它,,
1.180.240.0,1.180.255.255,内蒙古,通辽,,
1.181.0.0,1.181.159.255,内蒙古,呼和浩特,,
1.181.160.0,1.181.191.255,内蒙古,赤峰,,
1.181.192.0,1.181.207.255,内蒙古,包头,,
1.181.208.0,1.181.215.255,内蒙古,通辽,,
1.181.216.0,1.181.223.255,内蒙古,包头,,
1.181.224.0,1.181.239.255,内蒙古,呼伦贝尔,,
1.181.240.0,1.181.255.255,内蒙古,包头,,
1.182.0.0,1.182.31.255,内蒙古,呼和浩特,,
1.182.32.0,1.182.63.255,内蒙古,包头,,
1.182.64.0,1.182.79.255,内蒙古,呼和浩特,,
1.182.80.0,1.182.95.255,内蒙古,乌兰察布,,
1.182.96.0,1.182.111.255,内蒙古,呼伦贝尔,,
1.182.112.0,1.182.115.255,内蒙古,赤峰,,
1.182.116.0,1.182.127.255,内蒙古,呼和浩特,,
1.182.128.0,1.182.159.255,内蒙古,鄂尔多斯,,
1.182.160.0,1.182.175.255,内蒙古,乌兰察布,,
1.182.176.0,1.182.191.255,内蒙古,通辽,,
1.182.192.0,1.182.207.255,内蒙古,锡林郭勒,,
1.182.208.0,1.182.223.255,内蒙古,乌海,,
1.182.224.0,1.183.95.255,内蒙古,呼和浩特,,
1.183.96.0,1.183.111.255,内蒙古,呼伦贝尔,,
1.183.112.0,1.183.115.255,内蒙古,包头,,
1.183.116.0,1.183.119.255,内蒙古,乌兰察布,,
1.183.120.0,1.183.127.255,内蒙古,包头,,
1.183.128.0,1.183.159.255,内蒙古,鄂尔多斯,,
1.183.160.0,1.183.171.255,内蒙古,锡林郭勒,,
1.183.172.0,1.183.175.255,内蒙古,包头,,
1.183.176.0,1.183.191.255,内蒙古,通辽,,
1.183.192.0,1.183.255.255,内蒙古,呼和浩特,,
1.184.0.0,1.184.127.255,广东,广州,,
1.184.128.0,1.184.191.255,广东,广州,,
1.184.192.0,1.184.255.255,广东,深圳,,
1.185.0.0,1.185.95.255,广西,南宁,,
1.185.96.0,1.185.191.255,广西,广西其它,,
1.185.192.0,1.185.255.255,广西,桂林,,
1.188.0.0,1.188.31.255,黑龙江,黑河,,
1.188.32.0,1.188.63.255,黑龙江,双鸭山,,
1.188.64.0,1.188.79.255,黑龙江,齐齐哈尔,,
1.188.80.0,1.188.89.255,黑龙江,佳木斯,,
1.188.90.0,1.188.95.255,黑龙江,哈尔滨,,
1.188.96.0,1.188.103.255,黑龙江,双鸭山,,
1.188.104.0,1.188.127.255,黑龙江,哈尔滨,,
1.188.128.0,1.188.143.255,黑龙江,牡丹江,,
1.188.144.0,1.188.223.255,黑龙江,绥化,,
1.188.224.0,1.188.255.255,黑龙江,牡丹江,,
1.189.0.0,1.189.255.255,黑龙江,哈尔滨,,
1.190.0.0,1.190.31.255,黑龙江,大庆,,
1.190.32.0,1.190.63.255,黑龙江,黑河,,
1.190.64.0,1.190.95.255,黑龙江,牡丹江,,
1.190.96.0,1.190.111.255,黑龙江,哈尔滨,,
1.190.112.0,1.190.127.255,黑龙江,绥化,,
1.190.128.0,1.190.255.255,黑龙江,哈尔滨,,
1.191.0.0,1.191.31.255,黑龙江,齐齐哈尔,,
1.191.32.0,1.191.63.255,黑龙江,绥化,,
1.191.64.0,1.191.79.255,黑龙江,牡丹江,,
1.191.80.0,1.191.87.255,黑龙江,伊春,,
1.191.88.0,1.191.95.255,黑龙江,绥化,,
1.191.96.0,1.191.111.255,黑龙江,大庆,,
1.191.112.0,1.191.127.255,黑龙江,牡丹江,,
1.191.128.0,1.191.143.255,黑龙江,绥化,,
1.191.144.0,1.191.151.255,黑龙江,佳木斯,,
1.191.152.0,1.191.175.255,黑龙江,双鸭山,,
1.191.176.0,1.191.183.255,黑龙江,鸡西,,
1.191.184.0,1.191.191.255,黑龙江,双鸭山,,
1.191.192.0,1.191.207.255,黑龙江,哈尔滨,,
1.191.208.0,1.191.215.255,黑龙江,黑河,,
1.191.216.0,1.191.223.255,黑龙江,大兴安岭,,
1.191.224.0,1.191.231.255,黑龙江,哈尔滨,,
1.191.232.0,1.191.255.255,黑龙江,黑龙江其它,,
1.192.0.0,1.193.127.255,河南,郑州,,
1.193.128.0,1.193.255.255,河南,洛阳,,
1.194.0.0,1.194.111.255,河南,平顶山,,
1.194.112.0,1.194.127.255,河南,驻马店,,
1.194.128.0,1.194.191.255,河南,开封,,
1.194.192.0,1.194.255.255,河南,安阳,,
1.195.0.0,1.195.63.255,河南,新乡,,
1.195.64.0,1.195.127.255,河南,焦作,,
1.195.128.0,1.195.191.255,河南,濮阳,,
1.195.192.0,1.195.255.255,河南,三门峡,,
1.196.0.0,1.196.31.255,河南,许昌,,
1.196.32.0,1.196.47.255,河南,三门峡,,
1.196.48.0,1.196.63.255,河南,新乡,,
1.196.64.0,1.196.127.255,河南,商丘,,
1.196.128.0,1.196.159.255,河南,南阳,,
1.196.160.0,1.196.191.255,河南,洛阳,,
1.196.192.0,1.196.255.255,河南,信阳,,
1.197.0.0,1.197.31.255,河南,鹤壁,,
1.197.32.0,1.197.63.255,河南,漯河,,
1.197.64.0,1.197.95.255,河南,周口,,
1.197.96.0,1.197.127.255,河南,驻马店,,
1.197.128.0,1.197.159.255,河南,许昌,,
1.197.160.0,1.197.191.255,河南,南阳,,
1.197.192.0,1.197.207.255,河南,焦作,,
1.197.208.0,1.197.223.255,河南,安阳,,
1.197.224.0,1.197.239.255,河南,周口,,
1.197.240.0,1.197.255.255,河南,漯河,,
1.198.0.0,1.198.255.255,河南,郑州,,
1.199.0.0,1.199.15.255,河南,周口,,
1.199.16.0,1.199.31.255,河南,焦作,,
1.199.32.0,1.199.47.255,河南,漯河,,
1.199.48.0,1.199.63.255,河南,安阳,,
1.199.64.0,1.199.67.255,河南,新乡,,
1.199.68.0,1.199.87.255,河南,郑州,,
1.199.88.0,1.199.127.255,河南,新乡,,
1.199.128.0,1.199.159.255,河南,驻马店,,
1.199.160.0,1.199.191.255,河南,三门峡,,
1.199.192.0,1.199.255.255,河南,洛阳,,
1.200.0.0,1.200.255.255,台湾,,,
1.202.0.0,1.203.255.255,北京,,,
1.204.0.0,1.204.255.255,贵州,贵阳,,
1.205.0.0,1.205.191.255,贵州,遵义,,
1.205.192.0,1.205.255.255,贵州,毕节,,
1.206.0.0,1.206.63.255,贵州,六盘水,,
1.206.64.0,1.206.127.255,贵州,黔西南,,
1.206.128.0,1.206.191.255,贵州,黔南,,
1.206.192.0,1.206.255.255,贵州,六盘水,,
1.207.0.0,1.207.127.255,贵州,黔东南,,
1.207.128.0,1.207.159.255,贵州,黔西南,,
1.207.160.0,1.207.191.255,贵州,安顺,,
1.207.192.0,1.207.255.255,贵州,铜仁,,
10.160.0.1,10.163.0.0,北京,,,
10.166.0.1,10.167.0.0,北京,,,
10.171.0.1,10.175.0.0,北京,,,
10.201.0.1,10.213.0.0,北京,,,
14.0.12.0,14.0.15.255,福建,福建其它,,
14.0.128.0,14.0.255.255,香港,,,
14.1.0.0,14.1.3.255,福建,福建其它,,
14.1.20.0,14.1.23.255,香港,,,
14.16.0.0,14.16.255.255,广东,广州,,
14.17.0.0,14.17.39.255,广东,深圳,,
14.17.40.0,14.17.63.255,广东,广州,,
14.17.64.0,14.17.95.255,广东,东莞,,
14.17.96.0,14.17.255.255,广东,广州,,
14.18.0.0,14.18.0.255,广东,中山,,
14.18.1.0,14.18.95.255,广东,广州,,
14.18.96.0,14.18.127.255,广东,江门,,
14.18.128.0,14.18.131.255,广东,肇庆,,
14.18.132.0,14.18.135.255,广东,广州,,
14.18.136.0,14.18.139.255,广东,潮州,,
14.18.140.0,14.18.167.255,广东,广州,,
14.18.168.0,14.18.191.255,广东,佛山,,
14.18.192.0,14.19.255.255,广东,广州,,
14.20.0.0,14.20.127.255,广东,深圳,,
14.20.128.0,14.20.255.255,广东,中山,,
14.21.0.0,14.27.255.255,广东,广州,,
14.28.0.0,14.28.63.255,广东,肇庆,,
14.28.64.0,14.28.127.255,广东,云浮,,
14.28.128.0,14.28.143.255,广东,深圳,,
14.28.144.0,14.28.186.255,广东,广州,,
14.28.187.0,14.28.255.255,广东,深圳,,
14.29.0.0,14.31.255.255,广东,广州,,
14.102.128.0,14.102.131.255,福建,福建其它,,
14.102.156.0,14.102.159.255,上海,,,
14.102.240.0,14.102.255.255,香港,,,
14.103.0.0,14.103.255.255,广东,深圳,,
14.104.0.0,14.111.255.255,重庆,,,
14.112.0.0,14.112.255.255,广东,惠州,,
14.113.0.0,14.113.79.255,广东,阳江,,
14.113.80.0,14.113.127.255,广东,茂名,,
14.113.128.0,14.113.191.255,广东,湛江,,
14.113.192.0,14.113.255.255,广东,茂名,,
14.114.0.0,14.115.255.255,广东,中山,,
14.116.0.0,14.116.127.255,广东,珠海,,
14.116.128.0,14.116.255.255,广东,广州,,
14.117.0.0,14.117.63.255,广东,珠海,,
14.117.64.0,14.118.255.255,广东,江门,,
14.119.0.0,14.119.63.255,广东,东莞,,
14.119.64.0,14.119.127.255,广东,广州,,
14.119.128.0,14.119.255.255,广东,湛江,,
14.120.0.0,14.120.159.255,广东,东莞,,
14.120.160.0,14.120.171.255,广东,广东其它,,
14.120.172.0,14.120.191.255,广东,江门,,
14.120.192.0,14.121.163.255,广东,广州,,
14.121.164.0,14.121.167.255,广东,深圳,,
14.121.168.0,14.121.255.255,广东,广州,,
14.122.0.0,14.122.127.255,广东,深圳,,
14.122.128.0,14.122.171.255,广东,湛江,,
14.122.172.0,14.122.191.255,广东,深圳,,
14.122.192.0,14.122.207.255,广东,茂名,,
14.122.208.0,14.122.223.255,广东,深圳,,
14.122.224.0,14.122.255.255,广东,清远,,
14.123.0.0,14.123.31.255,广东,广州,,
14.123.32.0,14.123.63.255,广东,佛山,,
14.123.64.0,14.123.127.255,广东,广州,,
14.123.128.0,14.123.191.255,广东,惠州,,
14.123.192.0,14.123.255.255,广东,珠海,,
14.124.0.0,14.124.31.255,广东,深圳,,
14.124.32.0,14.124.63.255,广东,清远,,
14.124.64.0,14.124.95.255,广东,河源,,
14.124.96.0,14.124.127.255,广东,广州,,
14.124.128.0,14.124.159.255,广东,汕尾,,
14.124.160.0,14.124.191.255,广东,汕头,,
14.124.192.0,14.124.255.255,广东,广东其它,,
14.125.0.0,14.125.31.255,广东,汕头,,
14.125.32.0,14.125.63.255,广东,珠海,,
14.125.64.0,14.125.95.255,广东,广州,,
14.125.96.0,14.125.127.255,广东,潮州,,
14.125.128.0,14.125.175.255,广东,梅州,,
14.125.176.0,14.125.191.255,广东,广州,,
14.125.192.0,14.125.255.255,广东,揭阳,,
14.126.0.0,14.126.127.255,广东,中山,,
14.126.128.0,14.126.191.255,广东,汕头,,
14.126.192.0,14.126.255.255,广东,江门,,
14.127.0.0,14.127.255.255,广东,深圳,,
14.130.0.0,14.131.255.255,北京,,,
14.134.0.0,14.134.63.255,宁夏,银川,,
14.134.64.0,14.134.111.255,宁夏,石嘴山,,
14.134.112.0,14.134.159.255,宁夏,吴忠,,
14.134.160.0,14.134.207.255,宁夏,固原,,
14.134.208.0,14.134.255.255,宁夏,中卫,,
14.135.0.0,14.135.127.255,宁夏,银川,,
14.135.128.0,14.135.151.255,宁夏,吴忠,,
14.135.152.0,14.135.159.255,宁夏,石嘴山,,
14.135.160.0,14.135.175.255,宁夏,中卫,,
14.135.176.0,14.135.255.255,宁夏,银川,,
14.136.0.0,14.136.255.255,香港,,,
14.144.0.0,14.144.255.255,广东,佛山,,
14.145.0.0,14.147.255.255,广东,广州,,
14.148.0.0,14.148.191.255,广东,汕头,,
14.148.192.0,14.148.255.255,广东,潮州,,
14.149.0.0,14.149.63.255,广东,清远,,
14.149.64.0,14.149.68.255,广东,广东其它,,
14.149.69.0,14.149.69.255,广东,韶关,,
14.149.70.0,14.149.71.255,广东,广州,,
14.149.72.0,14.149.95.255,广东,梅州,,
14.149.96.0,14.149.127.255,广东,潮州,,
14.149.128.0,14.149.191.255,广东,广州,,
14.149.192.0,14.149.255.255,广东,茂名,,
14.150.0.0,14.151.255.255,广东,广州,,
14.152.0.0,14.152.255.255,广东,广东其它,,
14.153.0.0,14.154.63.255,广东,深圳,,
14.154.64.0,14.154.111.255,广东,东莞,,
14.154.112.0,14.154.127.255,广东,佛山,,
14.154.128.0,14.155.255.255,广东,深圳,,
14.156.0.0,14.156.255.255,广东,东莞,,
14.157.0.0,14.157.255.255,广东,佛山,,
14.158.0.0,14.158.31.255,广东,汕头,,
14.158.32.0,14.158.191.255,广东,梅州,,
14.158.192.0,14.158.255.255,广东,汕头,,
14.159.0.0,14.159.51.255,广东,清远,,
14.159.52.0,14.159.127.255,广东,韶关,,
14.159.128.0,14.159.191.255,广东,河源,,
14.159.192.0,14.159.255.255,广东,汕尾,,
14.192.60.0,14.192.63.255,北京,,,
14.192.76.0,14.192.79.255,福建,福建其它,,
14.196.0.0,14.196.127.255,四川,成都,,
14.196.128.0,14.196.255.255,北京,,,
14.197.0.0,14.197.127.255,广东,深圳,,
14.197.128.0,14.197.159.255,北京,,,
14.197.160.0,14.197.175.255,广东,广州,,
14.197.176.0,14.197.255.255,北京,,,
14.198.0.0,14.199.255.255,香港,,,
14.204.0.0,14.204.127.255,云南,昆明,,
14.204.128.0,14.204.159.255,云南,西双版纳,,
14.204.160.0,14.204.191.255,云南,昆明,,
14.204.192.0,14.204.195.255,云南,临沧,,
14.204.196.0,14.204.219.255,云南,昆明,,
14.204.220.0,14.204.223.255,云南,保山,,
14.204.224.0,14.204.227.255,云南,西双版纳,,
14.204.228.0,14.204.255.255,云南,昆明,,
14.205.0.0,14.205.55.255,云南,大理,,
14.205.56.0,14.205.107.255,云南,玉溪,,
14.205.108.0,14.205.111.255,云南,昆明,,
14.205.112.0,14.205.159.255,云南,曲靖,,
14.205.160.0,14.205.179.255,云南,楚雄,,
14.205.180.0,14.205.191.255,云南,曲靖,,
14.205.192.0,14.205.207.255,云南,德宏,,
14.205.208.0,14.205.227.255,云南,昆明,,
14.205.228.0,14.205.247.255,云南,红河,,
14.205.248.0,14.205.255.255,云南,昆明,,
14.208.0.0,14.208.255.255,广东,茂名,,
14.209.0.0,14.209.127.255,广东,肇庆,,
14.209.128.0,14.209.191.255,广东,阳江,,
14.209.192.0,14.209.255.255,广东,云浮,,
14.210.0.0,14.210.255.255,广东,湛江,,
14.211.0.0,14.215.255.255,广东,佛山,,
14.216.0.0,14.222.255.255,广东,东莞,,
14.223.0.0,14.223.255.255,广东,佛山,,
23.36.128.0,23.36.128.255,澳门,,,
27.8.0.0,27.15.255.255,重庆,,,
27.16.0.0,27.19.255.255,湖北,武汉,,
27.20.0.0,27.20.255.255,湖北,荆州,,
27.21.0.0,27.21.255.255,湖北,宜昌,,
27.22.0.0,27.22.255.255,湖北,襄樊,,
27.23.0.0,27.23.127.255,湖北,孝感,,
27.23.128.0,27.23.255.255,湖北,黄冈,,
27.24.0.0,27.24.95.255,湖北,黄石,,
27.24.96.0,27.24.127.255,湖北,武汉,,
27.24.128.0,27.24.223.255,湖北,咸宁,,
