5.44.16.0,5.44.31.255,DE,,,
5.44.32.0,5.44.39.255,AZ,,,
5.44.40.0,5.44.63.255,RU,,,
5.44.64.0,5.44.71.255,NO,,,
5.44.72.0,5.44.79.255,NL,,,
5.44.80.0,5.44.95.255,TR,,,
5.44.96.0,5.44.111.255,OT,,,
5.44.112.0,5.44.127.255,CH,,,
5.44.128.0,5.44.135.255,GE,,,
5.44.136.0,5.44.143.255,DK,,,
5.44.144.0,5.44.159.255,TR,,,
5.44.160.0,5.44.167.255,FR,,,
5.44.168.0,5.44.175.255,RU,,,
5.44.176.0,5.44.183.255,SE,,,
5.44.184.0,5.44.191.255,EE,,,
5.44.192.0,5.44.207.255,PT,,,
5.44.208.0,5.44.215.255,AT,,,
5.44.216.0,5.44.223.255,LV,,,
5.44.224.0,5.44.239.255,GB,,,
5.44.240.0,5.44.247.255,FI,,,
5.44.248.0,5.44.255.255,GB,,,
5.45.0.0,5.45.7.255,DE,,,
5.45.8.0,5.45.15.255,ES,,,
5.45.16.0,5.45.55.255,GB,,,
5.45.56.0,5.45.63.255,CZ,,,
5.45.64.0,5.45.127.255,RU,,,
5.45.128.0,5.45.143.255,JO,,,
5.45.144.0,5.45.151.255,GB,,,
5.45.152.0,5.45.159.255,NO,,,
5.45.160.0,5.45.175.255,ES,,,
5.45.176.0,5.45.183.255,DE,,,
5.45.184.0,5.45.191.255,LB,,,
5.45.192.0,5.45.255.255,RU,,,
5.46.0.0,5.47.255.255,TR,,,
5.48.0.0,5.51.255.255,FR,,,
5.52.0.0,5.52.255.255,IR,,,
5.53.0.0,5.53.7.255,ES,,,
5.53.8.0,5.53.15.255,CZ,,,
5.53.16.0,5.53.31.255,RU,,,
5.53.32.0,5.53.63.255,IR,,,
5.53.64.0,5.53.95.255,GB,,,
5.53.96.0,5.53.103.255,AE,,,
5.53.104.0,5.53.111.255,CH,,,
5.53.112.0,5.53.119.255,UA,,,
5.53.120.0,5.53.127.255,RU,,,
5.53.128.0,5.53.255.255,BG,,,
5.54.0.0,5.55.255.255,GR,,,
5.56.0.0,5.56.7.255,ES,,,
5.56.8.0,5.56.15.255,IT,,,
5.56.16.0,5.56.23.255,DE,,,
5.56.24.0,5.56.31.255,UA,,,
5.56.32.0,5.56.39.255,HU,,,
5.56.40.0,5.56.47.255,FR,,,
5.56.48.0,5.56.55.255,GB,,,
5.56.56.0,5.56.63.255,ES,,,
5.56.64.0,5.56.127.255,MD,,,
5.56.128.0,5.56.135.255,GB,,,
5.56.136.0,5.56.143.255,RU,,,
5.56.144.0,5.56.159.255,DK,,,
5.56.160.0,5.56.167.255,ES,,,
5.56.168.0,5.56.175.255,IR,,,
5.56.176.0,5.56.255.255,DE,,,
5.57.0.0,5.57.7.255,OT,,,
5.57.8.0,5.57.15.255,KG,,,
5.57.16.0,5.57.23.255,NL,,,
5.57.24.0,5.57.31.255,ES,,,
5.57.32.0,5.57.39.255,IR,,,
5.57.40.0,5.57.47.255,DE,,,
5.57.48.0,5.57.55.255,DK,,,
5.57.56.0,5.57.63.255,GB,,,
5.57.64.0,5.57.71.255,UA,,,
5.57.72.0,5.57.79.255,RS,,,
5.57.80.0,5.57.95.255,GB,,,
5.57.96.0,5.57.127.255,FR,,,
5.57.128.0,5.57.191.255,PL,,,
5.57.192.0,5.57.199.255,DE,,,
5.57.200.0,5.57.207.255,CH,,,
5.57.208.0,5.57.215.255,AE,,,
5.57.216.0,5.57.223.255,RU,,,
5.57.224.0,5.57.231.255,NL,,,
5.57.232.0,5.57.239.255,RU,,,
5.57.240.0,5.57.247.255,SE,,,
5.57.248.0,5.57.255.255,NL,,,
5.58.0.0,5.58.255.255,UA,,,
5.59.0.0,5.59.255.255,CZ,,,
5.60.0.0,5.60.255.255,PL,,,
5.61.0.0,5.61.7.255,IT,,,
5.61.8.0,5.61.23.255,RU,,,
5.61.24.0,5.61.31.255,IR,,,
5.61.32.0,5.61.63.255,GB,,,
5.61.64.0,5.61.71.255,DE,,,
5.61.72.0,5.61.79.255,IR,,,
5.61.80.0,5.61.87.255,DE,,,
5.61.88.0,5.61.95.255,FI,,,
5.61.96.0,5.61.111.255,BG,,,
5.61.112.0,5.61.119.255,IE,,,
5.61.120.0,5.61.127.255,GB,,,
5.61.128.0,5.61.191.255,DE,,,
5.61.192.0,5.61.199.255,GB,,,
5.61.200.0,5.61.215.255,ES,,,
5.61.216.0,5.61.223.255,IT,,,
5.61.224.0,5.61.231.255,CH,,,
5.61.232.0,5.61.239.255,RU,,,
5.61.240.0,5.61.247.255,HU,,,
5.61.248.0,5.61.255.255,NL,,,
5.62.0.0,5.62.127.255,DE,,,
5.62.128.0,5.62.255.255,RU,,,
5.63.0.0,5.63.7.255,LY,,,
5.63.8.0,5.63.15.255,IR,,,
5.63.16.0,5.63.23.255,GB,,,
5.63.24.0,5.63.31.255,FR,,,
5.63.32.0,5.63.63.255,TR,,,
5.63.64.0,5.63.127.255,KZ,,,
5.63.128.0,5.63.135.255,RU,,,
5.63.136.0,5.63.143.255,IT,,,
5.63.144.0,5.63.151.255,OT,,,
5.63.152.0,5.63.159.255,RU,,,
5.63.160.0,5.63.167.255,AM,,,
5.63.168.0,5.63.175.255,IT,,,
5.63.176.0,5.63.183.255,DE,,,
5.63.184.0,5.63.191.255,PL,,,
5.63.192.0,5.63.255.255,HU,,,
5.64.0.0,5.71.255.255,GB,,,
5.72.0.0,5.75.255.255,RU,,,
5.76.0.0,5.76.255.255,KZ,,,
5.77.0.0,5.77.31.255,RU,,,
5.77.32.0,5.77.63.255,GB,,,
5.77.64.0,5.77.127.255,IT,,,
5.77.128.0,5.77.255.255,AM,,,
5.78.0.0,5.78.255.255,DE,,,
5.79.0.0,5.79.63.255,GB,,,
5.79.64.0,5.79.127.255,NL,,,
5.79.128.0,5.79.255.255,RU,,,
5.80.0.0,5.81.255.255,GB,,,
5.82.0.0,5.82.255.255,SA,,,
5.83.0.0,5.83.7.255,NL,,,
5.83.8.0,5.83.15.255,GB,,,
5.83.16.0,5.83.23.255,UA,,,
5.83.24.0,5.83.31.255,DK,,,
5.83.32.0,5.83.47.255,RO,,,
5.83.48.0,5.83.55.255,ES,,,
5.83.56.0,5.83.63.255,FI,,,
5.83.64.0,5.83.95.255,ES,,,
5.83.96.0,5.83.103.255,GB,,,
5.83.104.0,5.83.111.255,IT,,,
5.83.112.0,5.83.119.255,AE,,,
5.83.120.0,5.83.127.255,IT,,,
5.83.128.0,5.83.191.255,DE,,,
5.83.192.0,5.83.223.255,GB,,,
5.83.224.0,5.83.231.255,NO,,,
5.83.232.0,5.83.239.255,FR,,,
5.83.240.0,5.83.255.255,IE,,,
5.84.0.0,5.99.255.255,IT,,,
5.100.0.0,5.100.63.255,DE,,,
5.100.64.0,5.100.127.255,RU,,,
5.100.128.0,5.100.143.255,DE,,,
5.100.144.0,5.100.151.255,FR,,,
5.100.152.0,5.100.159.255,GB,,,
5.100.160.0,5.100.167.255,YE,,,
5.100.168.0,5.100.175.255,GB,,,
5.100.176.0,5.100.191.255,NO,,,
5.100.192.0,5.100.223.255,BY,,,
5.100.224.0,5.100.231.255,NL,,,
5.100.232.0,5.100.239.255,IT,,,
5.100.240.0,5.100.247.255,GB,,,
5.100.248.0,5.100.255.255,IL,,,
5.101.0.0,5.101.255.255,RU,,,
5.102.0.0,5.102.31.255,IT,,,
5.102.32.0,5.102.47.255,IR,,,
5.102.48.0,5.102.63.255,CZ,,,
5.102.64.0,5.102.71.255,PL,,,
5.102.72.0,5.102.79.255,FR,,,
5.102.80.0,5.102.95.255,GB,,,
5.102.96.0,5.102.127.255,PS,,,
5.102.128.0,5.102.135.255,ES,,,
5.102.136.0,5.102.143.255,NL,,,
5.102.144.0,5.102.151.255,CH,,,
5.102.152.0,5.102.159.255,RU,,,
5.102.160.0,5.102.167.255,DE,,,
5.102.168.0,5.102.175.255,GB,,,
5.102.176.0,5.102.183.255,SI,,,
5.102.184.0,5.102.191.255,GB,,,
5.102.192.0,5.102.255.255,IL,,,
5.103.0.0,5.103.255.255,DK,,,
5.104.0.0,5.104.15.255,TR,,,
5.104.16.0,5.104.23.255,CZ,,,
5.104.24.0,5.104.31.255,IT,,,
5.104.32.0,5.104.63.255,UA,,,
5.104.64.0,5.104.71.255,OT,,,
5.104.72.0,5.104.79.255,IQ,,,
5.104.80.0,5.104.87.255,FI,,,
5.104.88.0,5.104.95.255,OT,,,
5.104.96.0,5.104.103.255,FR,,,
5.104.104.0,5.104.111.255,DE,,,
5.104.112.0,5.104.127.255,NL,,,
5.104.128.0,5.104.135.255,SY,,,
5.104.136.0,5.104.143.255,NL,,,
5.104.144.0,5.104.151.255,DE,,,
5.104.152.0,5.104.159.255,NL,,,
5.104.160.0,5.104.191.255,BG,,,
5.104.192.0,5.104.199.255,FR,,,
5.104.200.0,5.104.207.255,RU,,,
5.104.208.0,5.104.215.255,PL,,,
5.104.216.0,5.104.223.255,AT,,,
5.104.224.0,5.104.231.255,NL,,,
5.104.232.0,5.104.239.255,KZ,,,
5.104.240.0,5.104.247.255,IL,,,
5.104.248.0,5.104.255.255,PL,,,
5.105.0.0,5.105.255.255,UA,,,
5.106.0.0,5.106.255.255,OT,,,
5.107.0.0,5.107.255.255,RO,,,
5.108.0.0,5.111.255.255,SA,,,
5.112.0.0,5.127.255.255,IR,,,
5.128.0.0,5.131.255.255,RU,,,
5.132.0.0,5.132.255.255,NL,,,
5.133.0.0,5.133.7.255,BA,,,
5.133.8.0,5.133.15.255,PL,,,
5.133.16.0,5.133.23.255,GB,,,
5.133.24.0,5.133.31.255,PS,,,
5.133.32.0,5.133.39.255,CH,,,
5.133.40.0,5.133.47.255,GB,,,
5.133.48.0,5.133.63.255,OT,,,
5.133.64.0,5.133.127.255,NL,,,
5.133.128.0,5.133.159.255,BA,,,
5.133.160.0,5.133.167.255,GE,,,
5.133.168.0,5.133.191.255,GB,,,
5.133.192.0,5.133.223.255,SE,,,
5.133.224.0,5.133.239.255,AZ,,,
5.133.240.0,5.133.247.255,GB,,,
5.133.248.0,5.133.255.255,PL,,,
5.134.0.0,5.134.7.255,BE,,,
5.134.8.0,5.134.15.255,GB,,,
5.134.16.0,5.134.23.255,DE,,,
5.134.24.0,5.134.31.255,CH,,,
5.134.32.0,5.134.47.255,ES,,,
5.134.48.0,5.134.63.255,AZ,,,
5.134.64.0,5.134.79.255,PL,,,
5.134.80.0,5.134.87.255,AM,,,
5.134.88.0,5.134.95.255,IE,,,
5.134.96.0,5.134.103.255,FR,,,
5.134.104.0,5.134.111.255,RS,,,
5.134.112.0,5.134.119.255,ES,,,
5.134.120.0,5.134.127.255,IT,,,
5.134.128.0,5.134.191.255,IR,,,
5.134.192.0,5.134.199.255,SE,,,
5.134.200.0,5.134.207.255,SY,,,
5.134.208.0,5.134.215.255,PL,,,
5.134.216.0,5.134.223.255,RU,,,
5.134.224.0,5.134.255.255,SY,,,
5.135.0.0,5.135.255.255,FR,,,
5.136.0.0,5.143.255.255,RU,,,
5.144.0.0,5.144.47.255,CH,,,
5.144.48.0,5.144.63.255,IL,,,
5.144.64.0,5.144.79.255,RU,,,
5.144.80.0,5.144.95.255,GB,,,
5.144.96.0,5.144.127.255,RU,,,
5.144.128.0,5.144.135.255,IR,,,
5.144.136.0,5.144.143.255,FR,,,
5.144.144.0,5.144.151.255,ES,,,
5.144.152.0,5.144.159.255,GB,,,
5.144.160.0,5.144.175.255,IT,,,
5.144.176.0,5.144.183.255,GB,,,
5.144.184.0,5.144.191.255,IT,,,
5.144.192.0,5.144.255.255,GR,,,
5.145.0.0,5.145.103.255,CH,,,
5.145.104.0,5.145.111.255,CZ,,,
5.145.112.0,5.145.119.255,IR,,,
5.145.120.0,5.145.127.255,IT,,,
5.145.128.0,5.145.143.255,DE,,,
5.145.144.0,5.145.151.255,GI,,,
5.145.152.0,5.145.159.255,NO,,,
5.145.160.0,5.145.167.255,RU,,,
5.145.168.0,5.145.175.255,ES,,,
5.145.176.0,5.145.191.255,DE,,,
5.145.192.0,5.145.255.255,RU,,,
5.146.0.0,5.147.255.255,DE,,,
5.148.0.0,5.148.159.255,CA,,,
5.148.160.0,5.148.191.255,OT,,,
5.148.192.0,5.148.255.255,HU,,,
5.149.0.0,5.149.7.255,CH,,,
5.149.8.0,5.149.15.255,GB,,,
5.149.16.0,5.149.63.255,CH,,,
5.149.64.0,5.149.95.255,BA,,,
5.149.96.0,5.149.111.255,IQ,,,
5.149.112.0,5.149.119.255,LU,,,
5.149.120.0,5.149.127.255,UA,,,
5.149.128.0,5.149.135.255,AT,,,
5.149.136.0,5.149.143.255,BE,,,
5.149.144.0,5.149.151.255,RU,,,
5.149.152.0,5.149.159.255,GB,,,
5.149.160.0,5.149.167.255,PL,,,
5.149.168.0,5.149.175.255,OT,,,
5.149.176.0,5.149.191.255,FR,,,
5.149.192.0,5.149.199.255,PL,,,
5.149.200.0,5.149.207.255,RU,,,
5.149.208.0,5.149.223.255,UA,,,
5.149.224.0,5.149.239.255,DE,,,
5.149.240.0,5.149.247.255,HU,,,
5.149.248.0,5.150.127.255,OT,,,
5.150.128.0,5.150.143.255,IT,,,
5.150.144.0,5.150.151.255,IE,,,
5.150.152.0,5.150.191.255,GB,,,
5.150.192.0,5.150.255.255,SE,,,
5.151.0.0,5.151.255.255,GB,,,
5.152.0.0,5.152.127.255,GE,,,
5.152.128.0,5.152.159.255,IT,,,
5.152.160.0,5.152.167.255,PL,,,
5.152.168.0,5.152.175.255,ES,,,
5.152.176.0,5.152.183.255,GB,,,
5.152.184.0,5.152.191.255,US,,,
5.152.192.0,5.152.223.255,GB,,,
5.152.224.0,5.152.231.255,LV,,,
5.152.232.0,5.152.239.255,BA,,,
5.152.240.0,5.152.247.255,IT,,,
5.152.248.0,5.152.255.255,AE,,,
5.153.0.0,5.153.63.255,OT,,,
5.153.64.0,5.153.103.255,GB,,,
5.153.104.0,5.153.111.255,NO,,,
5.153.112.0,5.153.127.255,CH,,,
5.153.128.0,5.153.191.255,UA,,,
5.153.192.0,5.153.231.255,GB,,,
5.153.232.0,5.153.239.255,EE,,,
5.153.240.0,5.153.247.255,CH,,,
5.153.248.0,5.153.255.255,GB,,,
5.154.0.0,5.156.255.255,RO,,,
5.157.0.0,5.157.63.255,EE,,,
